barangay,household_id,member_id,nuclear_family,relationship_nuclear_head,national_id_issued,philsys_card_number,solo_parent,solo_parent_id,senior_citizen_id,pregnant,lactating,disability,pwd_id,type_of_disability,seeing,hearing,walking,remembering,self_caring,communication
Nangan,NAN-0007,NAN-0007-6,05,01,8,7837117587895424,1,8,,2,2,2,1,,4,2,2,1,4,1
Nangan,NAN-0008,NAN-0008-1,04,00,8,1719680035674005,8,8,2,2,2,2,2,,3,4,1,1,2,3
Nangan,NAN-0008,NAN-0008-2,01,02,2,9699028127738349,1,1,,1,2,1,1,"G,E,D",3,3,3,3,4,4
Nangan,NAN-0008,NAN-0008-3,01,01,2,4779150154634984,2,1,,,,2,1,,3,2,4,1,2,1
Nangan,NAN-0008,NAN-0008-4,02,02,2,6886995165879105,2,1,,2,1,2,1,,4,4,3,1,1,2
Nangan,NAN-0008,NAN-0008-5,03,04,1,8552388375994647,2,2,,1,2,1,1,"A,F,Z",2,3,4,4,2,3
Nangan,NAN-0008,NAN-0008-6,06,09,8,3169658784800125,8,8,,,,1,1,"E,C,F",4,4,3,2,1,2
Nangan,NAN-0009,NAN-0009-1,01,02,2,7913074103582521,2,1,2,,,1,2,"B,E,G",4,1,1,4,4,2
Nangan,NAN-0009,NAN-0009-2,03,10,8,8016767725757898,8,2,,,,1,1,"Z,C,F",4,2,3,3,4,1
Nangan,NAN-0009,NAN-0009-3,06,06,1,9496337885862293,8,8,,,,1,1,"G,Z,C",4,4,4,3,4,2
Nangan,NAN-0010,NAN-0010-1,05,03,8,2066533754305548,2,8,,1,1,1,2,"Z,F,B",2,3,4,4,2,1
Nangan,NAN-0010,NAN-0010-2,02,01,1,7926167077157496,2,8,,2,2,2,2,,1,4,2,1,1,1
Nangan,NAN-0010,NAN-0010-3,03,10,1,3933692881088264,8,1,,,,1,2,"A,G,C",3,2,2,2,4,1
Nangan,NAN-0010,NAN-0010-4,06,08,8,2536629816817852,2,2,,2,2,1,1,"D,B,A",1,1,1,3,1,4
Nangan,NAN-0011,NAN-0011-1,05,08,1,7239717683665068,2,8,,,,2,2,,4,2,3,2,2,2
Nangan,NAN-0012,NAN-0012-1,06,01,2,6448101450016782,8,2,,,,2,1,,1,2,2,3,1,4
Nangan,NAN-0013,NAN-0013-1,03,06,1,1137648841064988,2,8,2,,,2,2,,3,2,4,4,1,4
Nangan,NAN-0013,NAN-0013-2,04,02,2,6886620748486569,1,1,2,,,2,2,,4,3,1,2,4,4
Nangan,NAN-0013,NAN-0013-3,05,10,1,2813742382552402,8,8,,,,1,2,"D,C,B",1,3,4,4,4,1
Nangan,NAN-0013,NAN-0013-4,03,07,2,8398864226774194,1,8,,1,2,1,1,"A,E,D",3,1,4,4,3,1
Nangan,NAN-0013,NAN-0013-5,06,10,1,9674691403592210,1,2,,1,1,1,2,"B,F,G",4,2,4,2,2,2
Nangan,NAN-0013,NAN-0013-6,06,02,1,4971308418179698,8,1,,,,2,2,,3,1,2,3,3,1
Nangan,NAN-0014,NAN-0014-1,02,02,8,8963300569993550,8,2,,,,1,2,"G,C,A",,,,,,
Nangan,NAN-0014,NAN-0014-2,06,08,8,3549396627930708,2,2,,,,1,2,"B,D,F",1,4,4,3,3,3
Nangan,NAN-0015,NAN-0015-1,01,03,1,3374254507310156,2,1,,,,2,2,,1,3,1,4,3,4
Nangan,NAN-0015,NAN-0015-2,01,10,1,8048315381235849,1,8,,,,1,1,"Z,A,E",3,2,2,2,4,3
Nangan,NAN-0015,NAN-0015-3,03,07,1,3445694997351620,1,1,,2,1,1,2,"G,B,A",4,2,2,3,4,1
Nangan,NAN-0015,NAN-0015-4,03,09,1,4800980507412789,1,8,,,,2,2,,3,1,2,4,2,4
Nangan,NAN-0016,NAN-0016-1,04,00,2,2277517850249587,2,2,,2,2,1,2,"E,F,G",4,4,2,3,4,3
Nangan,NAN-0016,NAN-0016-2,01,03,2,6342017730257061,2,1,,,,1,1,"C,A,E",3,2,1,4,4,2
Nangan,NAN-0016,NAN-0016-3,01,02,2,8818110723731407,1,2,,,,1,2,"Z,E,G",,,,,,
Nangan,NAN-0016,NAN-0016-4,04,04,1,5367401838391703,8,2,,,,1,2,"Z,G,B",2,2,3,4,2,4
Nangan,NAN-0017,NAN-0017-1,05,03,1,2690991502544991,8,8,,,,2,2,,2,3,4,2,2,4
Nangan,NAN-0017,NAN-0017-2,03,01,8,7219593175862761,2,1,,,,1,1,"G,F,C",4,1,1,2,4,1
Nangan,NAN-0017,NAN-0017-3,05,09,1,2568371505224601,1,2,,1,2,1,1,"E,G,F",3,4,1,2,2,4
Nangan,NAN-0017,NAN-0017-4,02,08,1,9053995337796915,8,2,,,,1,1,"F,A,D",3,1,1,4,2,2
Nangan,NAN-0017,NAN-0017-5,02,01,8,4449715765969341,8,8,,,,1,2,"A,E,D",3,4,2,1,4,3
Nangan,NAN-0018,NAN-0018-1,03,02,2,7840303003961098,1,2,8,2,1,2,2,,3,2,1,3,1,3
Nangan,NAN-0018,NAN-0018-2,06,09,8,5736115023363055,2,2,,,,2,1,,,,,,,
Nangan,NAN-0018,NAN-0018-3,04,05,1,3701100553371113,8,8,,,,1,1,"Z,A,C",2,3,4,1,1,1
Nangan,NAN-0019,NAN-0019-1,02,00,2,5574619440110022,2,1,,,,2,1,,4,4,4,3,4,2
Nangan,NAN-0019,NAN-0019-2,03,03,2,3935097089121130,1,8,,1,1,1,2,"D,Z,C",4,1,1,4,1,4
Nangan,NAN-0019,NAN-0019-3,01,09,2,3729869789219693,8,1,,,,2,2,,,,,,,
Nangan,NAN-0020,NAN-0020-1,05,03,1,6255096296358225,1,8,,2,1,1,2,"B,C,F",3,4,3,3,4,2
Nangan,NAN-0020,NAN-0020-2,05,03,1,3779816274280625,2,8,,,,2,2,,,,,,,
Nangan,NAN-0020,NAN-0020-3,03,05,2,6970720485232916,2,2,1,,,1,1,"E,F,B",2,1,2,2,2,1
Nangan,NAN-0021,NAN-0021-1,04,07,1,7288145347389894,8,2,,,,2,2,,1,2,4,1,1,4
Nangan,NAN-0021,NAN-0021-2,04,06,8,1382212450016983,2,8,,,,1,1,"G,B,F",4,4,1,1,1,1
Nangan,NAN-0022,NAN-0022-1,05,05,2,2348967526376612,2,8,,,,2,1,,,,,,,
Nangan,NAN-0022,NAN-0022-2,05,03,2,8771374307005485,8,2,,,,2,2,,1,1,1,3,3,2
Nangan,NAN-0022,NAN-0022-3,04,06,8,2459296042356072,2,8,2,,,2,2,,3,4,4,3,1,4
Nangan,NAN-0022,NAN-0022-4,03,06,2,4460512875750326,1,8,,,,2,2,,4,2,3,4,2,4
Nangan,NAN-0022,NAN-0022-5,01,08,8,4353386589311465,2,1,,2,1,1,1,"F,E,Z",4,4,1,4,1,3
Nangan,NAN-0023,NAN-0023-1,01,00,2,8274921666578008,8,8,8,,,1,2,"Z,C,A",2,3,2,3,2,3
Nangan,NAN-0024,NAN-0024-1,02,07,2,5146747084752588,2,2,1,,,1,2,"F,D,G",3,2,2,2,2,1
Nangan,NAN-0024,NAN-0024-2,04,08,1,4345865049764812,8,1,,2,2,2,1,,1,1,3,3,1,2
Nangan,NAN-0024,NAN-0024-3,06,03,8,9892282659229746,1,8,,2,1,2,2,,1,1,3,1,3,1
Nangan,NAN-0025,NAN-0025-1,06,04,8,2113186529999671,2,2,,1,2,2,1,,2,1,4,3,3,2
Nangan,NAN-0025,NAN-0025-2,01,04,8,9680554334837364,8,2,,,,1,2,"D,G,A",4,2,2,4,1,3
Nangan,NAN-0025,NAN-0025-3,04,10,1,1893290493403521,2,2,,2,1,1,1,"E,D,Z",1,2,1,4,3,2
Nangan,NAN-0025,NAN-0025-4,03,09,2,7385669826601061,8,8,,2,2,1,2,"G,Z,D",2,2,1,1,1,3
Nangan,NAN-0026,NAN-0026-1,02,02,1,3050193642534528,1,2,,1,2,1,1,"Z,B,F",4,3,2,1,2,3
Nangan,NAN-0026,NAN-0026-2,05,09,1,1367460398579680,8,8,,1,1,2,1,,3,4,1,1,3,2
Nangan,NAN-0026,NAN-0026-3,02,07,8,4317031145808713,1,8,,,,2,1,,2,3,2,2,2,1
Nangan,NAN-0027,NAN-0027-1,06,00,2,1420426693357174,2,2,,,,1,2,"D,F,Z",1,3,3,4,3,1
Nangan,NAN-0028,NAN-0028-1,01,03,2,5584473254715591,2,1,,,,1,2,"D,G,E",,,,,,
Nangan,NAN-0028,NAN-0028-2,03,09,1,5606577827532233,8,1,1,2,2,2,1,,2,3,3,1,4,1
Nangan,NAN-0028,NAN-0028-3,05,01,2,3445876822005588,2,8,,,,1,2,"B,Z,G",1,3,4,2,4,4
Nangan,NAN-0029,NAN-0029-1,04,00,1,9050804439229419,2,2,,1,2,2,1,,3,4,3,3,3,2
Nangan,NAN-0029,NAN-0029-2,06,10,8,1220527716971633,1,8,,1,2,1,1,"Z,C,F",2,4,2,4,1,2
Nangan,NAN-0029,NAN-0029-3,01,05,2,9382143349670992,1,1,,,,1,2,"D,F,Z",2,1,2,1,1,4
Nangan,NAN-0029,NAN-0029-4,03,10,2,6375987880598796,2,8,,,,1,1,"A,Z,E",4,3,1,1,3,4
Nangan,NAN-0029,NAN-0029-5,04,03,2,2974064015363338,8,2,,,,2,1,,,,,,,
Nangan,NAN-0030,NAN-0030-1,04,08,1,5831696100769664,8,2,,1,1,2,1,,3,4,3,1,3,1
Nangan,NAN-0030,NAN-0030-2,01,09,1,7132536765820226,2,2,,,,2,2,,1,3,3,3,4,1
Nangan,NAN-0031,NAN-0031-1,01,02,1,4503693715172216,2,1,8,,,1,1,"F,D,B",3,2,4,2,1,2
Nangan,NAN-0031,NAN-0031-2,01,09,1,5421359911250044,2,1,,2,2,2,1,,3,1,3,1,4,3
Nangan,NAN-0031,NAN-0031-3,01,10,1,4721274179265027,8,1,,,,2,1,,2,1,1,3,4,1
Nangan,NAN-0031,NAN-0031-4,03,07,2,8916471724560768,2,1,,,,1,2,"C,F,E",1,3,4,1,1,4
Nangan,NAN-0031,NAN-0031-5,02,05,8,8896845757616136,2,2,,,,1,2,"C,B,G",,,,,,
Nangan,NAN-0031,NAN-0031-6,01,03,2,8513172126401552,1,1,,1,2,2,1,,3,3,1,1,4,2
Nangan,NAN-0032,NAN-0032-1,03,09,8,2073617878016018,2,8,,,,2,1,,3,3,3,3,4,2
Nangan,NAN-0032,NAN-0032-2,01,10,8,8845787604854776,1,2,,,,2,2,,,,,,,
Nangan,NAN-0032,NAN-0032-3,02,08,2,3843264311323778,1,1,,2,2,2,2,,4,1,2,2,1,3
Nangan,NAN-0032,NAN-0032-4,06,05,8,5587126030537476,2,1,,,,1,1,"F,D,G",3,4,4,1,3,2
Nangan,NAN-0032,NAN-0032-5,06,00,1,8661725089840843,2,1,,,,1,1,"B,A,E",3,3,3,1,4,3
Nangan,NAN-0032,NAN-0032-6,06,02,8,6088730747834744,2,8,,,,2,2,,1,4,2,3,2,2
Nangan,NAN-0033,NAN-0033-1,04,05,1,3214215978518035,1,2,,,,1,2,"A,C,B",3,3,2,1,2,4
Nangan,NAN-0033,NAN-0033-2,03,02,8,5317957224339570,1,2,,1,1,2,2,,4,2,4,2,3,1
Nangan,NAN-0034,NAN-0034-1,02,02,1,6245152167671243,2,2,,,,2,2,,1,2,2,3,3,2
Nangan,NAN-0034,NAN-0034-2,04,02,2,1242873141412226,2,8,,1,1,1,2,"Z,B,G",2,4,1,1,3,2
Nangan,NAN-0035,NAN-0035-1,03,09,8,1279313249612563,2,1,,1,2,2,2,,4,4,4,1,2,3
Nangan,NAN-0036,NAN-0036-1,01,10,1,1201437286150344,1,8,,2,1,2,2,,1,4,2,2,4,4
Nangan,NAN-0037,NAN-0037-1,05,05,1,7865281554500460,2,1,,1,1,1,1,"E,A,B",2,1,1,3,4,2
Nangan,NAN-0037,NAN-0037-2,06,05,1,6989230598046839,1,8,,,,1,2,"Z,D,F",3,4,4,3,1,2
Nangan,NAN-0037,NAN-0037-3,02,05,2,2035516058868996,1,2,,,,1,1,"C,F,A",1,1,1,3,2,4
Nangan,NAN-0037,NAN-0037-4,03,03,1,3513910123608810,8,2,,,,1,2,"B,D,C",,,,,,
Nangan,NAN-0037,NAN-0037-5,06,10,2,2917868735485600,1,2,,1,2,2,1,,2,3,1,3,4,2
Nangan,NAN-0038,NAN-0038-1,02,01,8,9929030795829363,1,8,,,,1,1,"B,A,D",3,3,2,3,3,3
Nangan,NAN-0039,NAN-0039-1,04,07,1,8454827119429812,8,2,,1,2,2,1,,3,4,2,2,3,2
Nangan,NAN-0039,NAN-0039-2,05,00,1,6396131870549678,8,8,,,,2,1,,4,4,1,2,4,1
Nangan,NAN-0039,NAN-0039-3,02,09,8,2134435736747902,8,1,,,,1,1,"Z,C,B",2,2,2,4,1,1
Nangan,NAN-0040,NAN-0040-1,06,05,2,8145857713835666,1,2,,1,1,1,1,"E,G,F",4,3,1,3,4,3
Nangan,NAN-0041,NAN-0041-1,01,08,1,9076642554081731,2,2,,,,1,1,"C,D,Z",3,4,2,2,2,4
Nangan,NAN-0041,NAN-0041-2,03,07,1,2333402417926145,2,2,,1,2,1,1,"B,C,Z",1,1,2,4,3,4
Nangan,NAN-0041,NAN-0041-3,05,01,8,6657798673870290,1,2,,,,2,2,,,,,,,
Nangan,NAN-0041,NAN-0041-4,03,03,2,4953908382384251,1,2,,,,2,1,,,,,,,
Nangan,NAN-0041,NAN-0041-5,06,02,8,4397495408662598,2,8,1,1,2,1,1,"D,B,Z",4,4,1,4,1,3
Nangan,NAN-0042,NAN-0042-1,02,02,2,9019575284924562,1,1,,,,1,1,"C,G,D",1,2,2,2,4,1
Nangan,NAN-0042,NAN-0042-2,01,04,8,8914281951656583,1,2,,,,2,1,,3,4,1,4,3,1
Nangan,NAN-0042,NAN-0042-3,02,07,2,7881637013604562,2,8,,,,1,1,"F,A,E",3,4,1,4,4,4
Nangan,NAN-0043,NAN-0043-1,06,09,1,3705169269326222,2,8,,1,2,2,2,,3,3,2,3,3,4
Nangan,NAN-0043,NAN-0043-2,05,00,8,7869449237597780,1,1,,,,1,2,"B,G,Z",3,1,3,3,2,1
Nangan,NAN-0044,NAN-0044-1,05,02,1,4101640809195245,8,8,,1,2,2,2,,4,4,1,1,4,2
Nangan,NAN-0044,NAN-0044-2,03,09,8,5003265552368521,1,2,,,,1,2,"Z,E,C",3,4,4,4,4,1
Nangan,NAN-0044,NAN-0044-3,01,00,1,4555034530608939,1,1,,1,2,2,2,,2,4,4,4,4,3
Nangan,NAN-0044,NAN-0044-4,05,04,1,8161950617562533,2,2,,,,2,1,,4,1,2,4,4,3
Nangan,NAN-0044,NAN-0044-5,03,06,8,9431930139739285,1,2,,,,1,1,"Z,A,G",4,3,3,2,3,4
Nangan,NAN-0044,NAN-0044-6,04,03,2,6455418758461093,8,1,8,,,2,2,,3,4,3,2,1,2
Nangan,NAN-0045,NAN-0045-1,01,09,2,9273924776499685,8,8,,1,1,1,1,"A,E,F",2,4,2,4,3,1
Nangan,NAN-0046,NAN-0046-1,03,07,2,7260272760456848,8,1,,,,2,2,,2,2,4,4,2,3
Nangan,NAN-0046,NAN-0046-2,04,08,1,9003579534933636,8,1,,,,1,2,"G,E,D",2,2,2,2,4,2
Nangan,NAN-0046,NAN-0046-3,01,05,2,7498128827762180,2,1,,2,1,2,1,,4,1,2,3,4,3
Nangan,NAN-0046,NAN-0046-4,06,00,1,2915089942047610,8,8,,2,1,1,2,"A,D,C",4,2,2,4,4,3
Nangan,NAN-0046,NAN-0046-5,03,01,1,7110944340711209,8,8,,2,1,2,1,,4,3,3,4,2,2
Nangan,NAN-0046,NAN-0046-6,03,10,8,2645666629358720,1,1,8,,,2,1,,2,2,3,3,4,1
Nangan,NAN-0047,NAN-0047-1,03,00,1,4425551480382304,1,8,,,,2,1,,4,2,2,2,1,4
Nangan,NAN-0048,NAN-0048-1,04,06,8,3091713334666391,2,2,,1,1,1,2,"G,A,C",2,3,2,2,2,2
Nangan,NAN-0049,NAN-0049-1,01,03,8,2398812765990095,1,2,,1,1,2,2,,1,1,3,1,2,1
Nangan,NAN-0049,NAN-0049-2,03,06,8,3863258892756822,8,1,,,,2,2,,3,1,1,2,1,4
Nangan,NAN-0050,NAN-0050-1,03,04,8,1107098301049000,2,1,2,,,1,1,"A,C,B",4,1,3,1,2,4
Nangan,NAN-0050,NAN-0050-2,06,06,1,5117963658899259,1,8,1,,,1,1,"G,F,E",3,2,2,1,3,4
Nangan,NAN-0050,NAN-0050-3,02,06,1,9801499044278586,8,2,,1,2,2,2,,2,2,4,1,3,2
Nangan,NAN-0050,NAN-0050-4,03,03,8,8733863595530181,2,2,,,,2,1,,,,,,,
Nangan,NAN-0051,NAN-0051-1,01,10,2,3363365201010599,2,8,,,,1,2,"E,F,G",,,,,,
Nangan,NAN-0051,NAN-0051-2,04,08,1,9744072232472330,1,2,,,,2,1,,,,,,,
Nangan,NAN-0051,NAN-0051-3,06,07,8,4741202673855551,1,8,,,,1,2,"F,D,G",3,3,4,4,3,2
Nangan,NAN-0051,NAN-0051-4,01,06,2,4604395581043013,8,2,,,,2,1,,4,1,4,1,1,3
Nangan,NAN-0051,NAN-0051-5,01,02,8,7119428195216431,8,2,,,,1,2,"F,A,C",,,,,,
Nangan,NAN-0052,NAN-0052-1,05,10,8,4866606318894549,8,2,,1,2,1,1,"B,D,F",2,3,1,4,4,1
Nangan,NAN-0052,NAN-0052-2,04,06,1,1231105082147841,2,2,,,,2,2,,2,1,1,3,2,3
Nangan,NAN-0053,NAN-0053-1,02,02,2,5756617936656619,8,8,,,,2,2,,1,3,3,1,2,4
Nangan,NAN-0053,NAN-0053-2,01,05,1,2418705012560025,1,8,1,2,1,2,2,,2,4,4,2,3,1
Nangan,NAN-0054,NAN-0054-1,01,09,8,3474062803139074,1,8,,,,2,2,,4,2,3,4,4,3
Nangan,NAN-0055,NAN-0055-1,02,05,2,3175882182478393,1,8,,,,1,1,"C,G,F",1,1,4,3,3,4
Nangan,NAN-0055,NAN-0055-2,05,07,8,2789968722930941,2,1,,,,1,1,"C,G,B",4,4,4,1,1,1
Nangan,NAN-0055,NAN-0055-3,06,05,1,9850247688798735,2,8,,,,1,2,"C,A,B",1,1,1,1,2,1
Nangan,NAN-0055,NAN-0055-4,03,10,8,8857674222884003,8,8,,2,1,2,1,,3,1,2,2,3,3
Nangan,NAN-0056,NAN-0056-1,03,10,1,6252132948980390,2,1,1,,,2,1,,4,2,4,3,2,2
Nangan,NAN-0056,NAN-0056-2,02,03,8,9054116703187082,2,1,,,,1,1,"Z,C,D",2,3,2,3,2,2
Nangan,NAN-0056,NAN-0056-3,01,08,8,5505893552381345,8,2,,,,2,2,,1,1,4,1,2,4
Nangan,NAN-0056,NAN-0056-4,01,00,2,3892649685060420,2,8,,1,1,2,2,,1,4,4,1,3,1
Nangan,NAN-0056,NAN-0056-5,01,10,1,4200218220212795,8,8,,1,1,1,1,"G,Z,E",1,3,3,1,4,2
Nangan,NAN-0056,NAN-0056-6,03,00,1,5768531555372406,1,1,,,,2,2,,,,,,,
Nangan,NAN-0057,NAN-0057-1,01,07,1,2991484492461049,8,2,,2,2,2,1,,4,4,3,4,3,1
Nangan,NAN-0057,NAN-0057-2,03,05,2,5131142206582281,1,1,,,,1,1,"B,D,A",1,3,4,1,2,4
Nangan,NAN-0057,NAN-0057-3,05,04,2,9771952235058181,1,1,,1,1,1,1,"Z,E,D",4,3,3,2,4,2
Nangan,NAN-0058,NAN-0058-1,02,02,2,7051262658206170,1,8,,1,1,1,1,"B,C,A",1,3,1,2,2,4
Nangan,NAN-0058,NAN-0058-2,04,03,8,9699220517312652,2,2,,1,2,2,1,,4,4,3,4,1,2
Nangan,NAN-0058,NAN-0058-3,02,06,1,6596401940723626,8,8,,,,2,1,,,,,,,
Nangan,NAN-0058,NAN-0058-4,05,06,2,4626588887149210,8,1,,1,2,2,2,,4,4,1,4,2,2
Nangan,NAN-0058,NAN-0058-5,03,07,8,1351298805608436,1,8,,,,1,1,"Z,F,B",1,1,3,3,4,4
Nangan,NAN-0059,NAN-0059-1,06,08,1,2807106681698516,8,1,,,,1,2,"C,F,E",2,1,1,1,1,2
Nangan,NAN-0059,NAN-0059-2,04,01,1,3170704678075954,8,1,2,,,2,1,,3,2,3,2,2,2
Nangan,NAN-0059,NAN-0059-3,05,06,2,3348423818518113,8,8,,,,1,2,"D,G,F",4,2,3,3,2,3
Nangan,NAN-0059,NAN-0059-4,02,04,8,8308855905107216,2,8,,1,2,2,2,,3,1,4,2,4,2
Nangan,NAN-0060,NAN-0060-1,05,03,1,5277052405624572,1,2,,,,2,2,,4,3,2,1,2,1
Nangan,NAN-0061,NAN-0061-1,03,01,1,9720538177211824,2,8,,,,1,1,"C,D,F",,,,,,
Nangan,NAN-0061,NAN-0061-2,03,10,1,8171156875521402,2,8,2,,,2,1,,3,1,2,3,3,4
Nangan,NAN-0061,NAN-0061-3,03,06,1,2172254371255083,1,1,,1,1,2,2,,3,2,3,4,4,2
Nangan,NAN-0061,NAN-0061-4,04,04,1,3771164490415316,1,1,1,2,2,2,1,,3,2,3,3,2,1
Nangan,NAN-0061,NAN-0061-5,05,03,8,3724978570482346,8,8,,,,1,2,"A,G,Z",2,4,4,1,2,1
Nangan,NAN-0061,NAN-0061-6,03,05,8,3251541252930678,8,1,,1,1,2,1,,4,2,1,2,2,3
Nangan,NAN-0062,NAN-0062-1,02,05,1,6024913576873952,2,1,,,,1,1,"C,Z,A",1,1,4,3,2,4
Nangan,NAN-0062,NAN-0062-2,04,10,8,2435766454207365,1,1,,2,2,1,2,"G,Z,B",4,2,1,1,4,2
Nangan,NAN-0062,NAN-0062-3,01,05,8,8726573472352609,1,8,1,,,1,1,"A,E,F",1,3,3,4,1,3
Nangan,NAN-0062,NAN-0062-4,02,10,2,8185662195602173,1,2,,,,2,2,,,,,,,
Nangan,NAN-0063,NAN-0063-1,01,02,2,1240040893192966,8,8,,,,1,1,"G,E,D",4,3,3,4,4,2
Nangan,NAN-0064,NAN-0064-1,02,07,1,4815258765625983,2,8,,,,2,1,,3,3,3,4,2,3
Nangan,NAN-0064,NAN-0064-2,06,04,8,6195931952572694,8,8,,,,1,2,"B,A,G",2,4,4,4,2,4
Nangan,NAN-0064,NAN-0064-3,02,01,1,2056475781371566,8,1,,,,1,1,"Z,C,D",,,,,,
Nangan,NAN-0065,NAN-0065-1,05,00,8,7571850597910827,1,2,,,,2,1,,,,,,,
Nangan,NAN-0065,NAN-0065-2,04,05,1,9337030305745597,2,2,,,,1,1,"F,D,G",3,3,3,2,3,2
Nangan,NAN-0065,NAN-0065-3,04,01,8,5723186454597920,8,2,1,2,2,1,2,"F,G,C",3,4,4,1,1,4
Nangan,NAN-0065,NAN-0065-4,01,06,1,4951672036218123,2,2,,,,2,1,,1,2,1,1,4,3
Nangan,NAN-0065,NAN-0065-5,01,01,8,8918767987552187,2,2,,,,1,1,"Z,E,G",4,2,3,4,4,3
Nangan,NAN-0066,NAN-0066-1,03,00,1,3553045006654906,8,8,,,,1,2,"G,Z,B",3,2,4,1,3,2
Nangan,NAN-0067,NAN-0067-1,03,02,2,4123476502861047,2,2,,,,2,1,,1,1,1,3,1,3
Nangan,NAN-0067,NAN-0067-2,01,01,8,8132858471636836,2,2,,1,2,1,2,"B,E,A",2,4,2,3,2,2
Nangan,NAN-0067,NAN-0067-3,06,09,1,7875433368373081,8,1,,,,2,2,,,,,,,
Nangan,NAN-0067,NAN-0067-4,06,08,2,2225776995427631,8,1,,,,1,2,"Z,G,C",4,3,3,2,4,1
Nangan,NAN-0068,NAN-0068-1,04,06,2,6322298307419290,1,8,,1,1,2,2,,1,4,3,2,2,4
Nangan,NAN-0068,NAN-0068-2,02,00,1,2898127765688126,2,2,,1,1,2,2,,3,3,4,2,1,2
Nangan,NAN-0069,NAN-0069-1,02,00,2,9518619229250803,1,8,,1,2,2,2,,1,2,2,2,2,3
Nangan,NAN-0069,NAN-0069-2,03,05,8,3043667751268319,1,1,,,,2,2,,4,4,4,2,3,3
Nangan,NAN-0070,NAN-0070-1,06,02,2,1101293228363258,8,1,,1,1,2,2,,4,4,3,2,4,1
Nangan,NAN-0070,NAN-0070-2,06,10,2,9148499253995004,8,1,,,,2,2,,3,3,3,2,1,2
Nangan,NAN-0070,NAN-0070-3,01,10,1,2948483965827525,1,8,,2,2,1,2,"F,D,E",1,3,2,3,3,2
Nangan,NAN-0070,NAN-0070-4,01,00,1,3370547824708526,1,2,,,,2,1,,4,2,4,2,2,3
Nangan,NAN-0070,NAN-0070-5,04,08,1,8950852454480920,1,1,2,,,2,1,,2,4,2,4,3,4
Nangan,NAN-0071,NAN-0071-1,04,00,8,5817744682646549,1,2,,,,1,1,"F,B,D",3,3,1,2,2,4
Nangan,NAN-0071,NAN-0071-2,02,07,2,2094380415081630,1,1,2,,,2,1,,2,2,4,4,3,2
Nangan,NAN-0071,NAN-0071-3,04,10,8,6113628478926812,8,1,,,,1,1,"C,E,D",2,3,4,1,2,1
Nangan,NAN-0072,NAN-0072-1,03,07,8,1411148276715986,8,2,,,,2,1,,1,4,1,1,2,2
Nangan,NAN-0072,NAN-0072-2,05,00,8,4854921766372846,1,1,,1,1,2,2,,2,2,2,4,3,1
Nangan,NAN-0072,NAN-0072-3,04,09,1,5465098532574047,1,2,,,,1,2,"C,F,Z",2,1,4,2,2,4
Nangan,NAN-0072,NAN-0072-4,06,06,8,3960355293131771,2,1,,,,2,1,,4,2,4,1,3,3
Nangan,NAN-0073,NAN-0073-1,05,08,8,1707818774739226,8,2,,1,2,2,2,,2,1,4,2,3,1
Nangan,NAN-0073,NAN-0073-2,03,06,1,4629872771505458,2,2,1,2,1,1,2,"F,D,A",1,2,3,3,1,2
Nangan,NAN-0073,NAN-0073-3,01,03,2,2972835865337182,8,8,,,,1,1,"F,A,C",1,4,1,4,4,1
Nangan,NAN-0074,NAN-0074-1,01,04,2,6563474698662013,2,1,,,,2,1,,3,4,2,1,2,2
Nangan,NAN-0074,NAN-0074-2,05,09,8,8340961676840336,8,1,,1,1,2,1,,4,3,4,2,2,4
Nangan,NAN-0075,NAN-0075-1,02,08,2,6640462614186919,1,2,,2,1,2,2,,2,1,3,2,4,2
Nangan,NAN-0075,NAN-0075-2,03,06,8,5143698120579724,8,8,,,,2,2,,2,4,1,4,2,3
Nangan,NAN-0075,NAN-0075-3,02,07,2,5435732162815488,2,8,,,,2,2,,2,3,2,4,1,4
Nangan,NAN-0075,NAN-0075-4,05,03,1,1382935634344768,1,2,,2,1,2,1,,4,4,4,4,4,1
Nangan,NAN-0076,NAN-0076-1,06,06,8,9241231989600310,2,1,,,,2,1,,2,2,2,2,4,4
Nangan,NAN-0076,NAN-0076-2,02,10,1,8037976514123805,8,8,2,1,2,1,1,"F,C,D",2,3,4,4,2,3
Nangan,NAN-0077,NAN-0077-1,02,10,1,3632256768999572,8,1,,2,1,2,2,,4,4,2,2,2,4
Nangan,NAN-0077,NAN-0077-2,05,06,1,4298699858643986,1,1,,,,2,2,,1,4,4,2,3,3
Nangan,NAN-0077,NAN-0077-3,04,07,2,7310548380068513,1,8,,,,2,1,,2,4,1,1,2,1
Nangan,NAN-0077,NAN-0077-4,03,06,1,7922546586222763,2,1,,,,1,2,"B,C,G",4,2,4,3,4,4
Nangan,NAN-0077,NAN-0077-5,02,03,2,1216830772927842,1,8,,,,2,1,,1,2,3,1,4,4
Nangan,NAN-0077,NAN-0077-6,04,03,8,6856517975451964,2,1,,2,1,2,1,,1,3,1,2,3,3
Nangan,NAN-0078,NAN-0078-1,05,01,1,6662279421777473,8,2,,,,1,1,"C,F,A",2,4,2,2,1,4
Nangan,NAN-0078,NAN-0078-2,02,04,2,9853709800532240,8,8,,1,2,1,2,"Z,D,C",2,3,4,3,2,3
